Brand,Model,Year,Status,Mileage,Dealer,Price,Age,PriceRange,Yearly_Miles
chevrolet,silverado,2024,new,0.0,Gound Chevrolet,65625.0,0,$60000-69999,
chevrolet,silverado,2024,new,0.0,Gound Chevrolet,59180.0,0,$50000-59999,
chevrolet,silverado,2024,new,0.0,Gound Chevrolet,89100.0,0,$80000-89999,
chevrolet,silverado,2023,new,0.0,Gound Chevrolet,80900.0,1,$80000-89999,0.0
chevrolet,equinox,2024,new,0.0,Gound Chevrolet,35475.0,0,$30000-39999,
ford,f-350,2023,new,0.0,AutoNation Ford Katy,88800.0,1,$80000-89999,0.0
ford,mustang,2022,used,2779.0,AutoNation Ford Katy,46998.0,2,$40000-49999,1389.5
bmw,coupe,2024,new,0.0,BMW of West Houston,44395.0,0,$40000-49999,
bmw,x5,2024,new,0.0,BMW of West Houston,132380.0,0,$130000-139999,
lexus,es,2019,used,46661.0,BMW of West Houston,30996.0,5,$30000-39999,9332.2
mercedes,gle,2022,used,16272.0,BMW of West Houston,75996.0,2,$70000-79999,8136.0
bmw,x5,2024,new,0.0,BMW of West Houston,93745.0,0,$90000-99999,
toyota,gr86,2023,new,0.0,Toyota of Katy,30680.0,1,$30000-39999,0.0
jeep,wagoneer,2023,new,0.0,AutoNation Chrysler Dodge Jeep Ram Katy,61991.0,1,$60000-69999,0.0
jeep,wagoneer,2023,new,0.0,AutoNation Chrysler Dodge Jeep Ram Katy,71285.0,1,$70000-79999,0.0
toyota,tundra,2023,new,0.0,Sterling McCall Toyota Fort Bend,64453.0,1,$60000-69999,0.0
toyota,tundra,2023,new,0.0,Sterling McCall Toyota Fort Bend,62511.0,1,$60000-69999,0.0
toyota,prius,2022,used,36331.0,Sterling McCall Toyota Fort Bend,23100.0,2,$20000-29999,18165.5
toyota,tundra,2018,used,111820.0,Sterling McCall Toyota Fort Bend,28100.0,6,$20000-29999,18636.67
lexus,rx,2011,used,153869.0,Sterling McCall Toyota Fort Bend,12990.0,13,$10000-19999,11836.08
chevrolet,camaro,2023,new,0.0,"Ray Chevrolet, Inc",36990.0,1,$30000-39999,0.0
chevrolet,tahoe,2023,certified,21050.0,"Ray Chevrolet, Inc",69988.0,1,$60000-69999,21050.0
nissan,armada,2023,new,0.0,Shottenkirk Nissan Katy,50590.0,1,$50000-59999,0.0
lexus,gx,2021,used,24233.0,Mendoza Ford,48997.0,3,$40000-49999,8077.67
chevrolet,1,2017,used,58565.0,Giles Subaru,11980.0,7,$10000-19999,8366.43
nissan,altima,2024,new,0.0,Giles Nissan Lafayette,29920.0,0,$20000-29999,
nissan,pathfinder,2024,new,0.0,Giles Nissan Lafayette,51945.0,0,$50000-59999,
nissan,maxima,2023,new,0.0,Giles Nissan Lafayette,45360.0,1,$40000-49999,0.0
nissan,rogue,2023,new,0.0,Giles Nissan Opelousas,36530.0,1,$30000-39999,0.0
nissan,altima,2024,new,0.0,Giles Nissan Opelousas,32720.0,0,$30000-39999,
nissan,kicks,2023,new,0.0,Giles Nissan Opelousas,22700.0,1,$20000-29999,0.0
nissan,pathfinder,2024,new,0.0,Giles Nissan Opelousas,44455.0,0,$40000-49999,
nissan,pathfinder,2024,new,0.0,Giles Nissan Opelousas,44990.0,0,$40000-49999,
nissan,sentra,2023,new,0.0,Giles Nissan Opelousas,23695.0,1,$20000-29999,0.0
nissan,altima,2024,new,0.0,Giles Nissan Opelousas,27425.0,0,$20000-29999,
nissan,kicks,2023,new,0.0,Giles Nissan Opelousas,27840.0,1,$20000-29999,0.0
nissan,sentra,2023,new,0.0,Giles Nissan Opelousas,21735.0,1,$20000-29999,0.0
toyota,camry,2021,used,40871.0,Giles Nissan Opelousas,29949.0,3,$20000-29999,13623.67
chevrolet,equinox,2024,new,0.0,Roy Motors,28385.0,0,$20000-29999,
jeep,grand cherokee,2023,used,10113.0,Sterling Value Pre-Owned,39495.0,1,$30000-39999,10113.0
toyota,tundra,2022,used,9884.0,Don's Automotive Group Broussard,54999.0,2,$50000-59999,4942.0
gmc,sierra,2022,used,51450.0,Don's Automotive Group Broussard,62999.0,2,$60000-69999,25725.0
audi,a7,2021,used,10856.0,Don's Automotive Group Broussard,55999.0,3,$50000-59999,3618.67
chevrolet,tahoe,2021,used,22409.0,Don's Automotive Group Broussard,65999.0,3,$60000-69999,7469.67
ford,explorer,2021,used,64000.0,Hebert Jeep Chrysler Dodge Ram,31891.0,3,$30000-39999,21333.33
honda,pilot,2022,new,0.0,LeBlanc Honda,41850.0,2,$40000-49999,0.0
honda,pilot,2023,new,0.0,LeBlanc Honda,52180.0,1,$50000-59999,0.0
honda,cr-v,2023,new,0.0,LeBlanc Honda,32445.0,1,$30000-39999,0.0
ford,expedition,2023,new,0.0,Destination Ford,79170.0,1,$70000-79999,0.0
ford,explorer,2023,new,0.0,Destination Ford,50665.0,1,$50000-59999,0.0
ford,f-250,2023,new,0.0,Destination Ford,71965.0,1,$70000-79999,0.0
ford,expedition,2023,new,0.0,Destination Ford,91095.0,1,$90000-99999,0.0
ford,expedition,2023,new,0.0,Destination Ford,80165.0,1,$80000-89999,0.0
chevrolet,colorado,2023,new,0.0,Traditions Chevrolet,42190.0,1,$40000-49999,0.0
ram,2500,2024,new,0.0,Elliott Chrysler Dodge Jeep Ram of Carthage,92230.0,0,$90000-99999,
jeep,grand cherokee,2023,new,0.0,Elliott Chrysler Dodge Jeep Ram of Carthage,53495.0,1,$50000-59999,0.0
jeep,grand cherokee,2023,new,0.0,Elliott Chrysler Dodge Jeep Ram of Carthage,52900.0,1,$50000-59999,0.0
gmc,yukon,2023,new,0.0,Reliance Chrysler Jeep Dodge Ram,93755.0,1,$90000-99999,0.0
ford,explorer,2022,new,0.0,Cavender Ford,43618.0,2,$40000-49999,0.0
ford,f-150,2023,used,8640.0,Rountree Ford Lincoln,75333.0,1,$70000-79999,8640.0
ford,f-150,2022,certified,30779.0,Rountree Ford Lincoln,51962.0,2,$50000-59999,15389.5
chevrolet,silverado,2024,new,0.0,Chevyland,47995.0,0,$40000-49999,
chevrolet,silverado,2023,new,0.0,Chevyland,67410.0,1,$60000-69999,0.0
chevrolet,silverado,2023,new,0.0,Chevyland,45995.0,1,$40000-49999,0.0
toyota,tundra,2023,new,0.0,Shapen Toyota,58062.0,1,$50000-59999,0.0
ford,mustang,2024,new,0.0,Marshall Ford,86505.0,0,$80000-89999,
toyota,highlander,2024,new,0.0,Yokem Toyota,51212.0,0,$50000-59999,
ford,explorer,2020,used,47781.0,Landers Dodge Chrysler Jeep RAM Fiat,38460.0,4,$30000-39999,11945.25
cadillac,escalade,2023,new,0.0,Wagner Cadillac,206265.0,1,$200000-209999,0.0
kia,soul,2024,new,0.0,Orr Kia of Bossier,24235.0,0,$20000-29999,
kia,sportage,2024,new,0.0,Orr Kia of Bossier,31070.0,0,$30000-39999,
mazda,cx-9,2024,new,0.0,Velocity Mazda,40970.0,0,$40000-49999,
ram,1500,2022,new,0.0,Freestone Chrysler Dodge Jeep Ram,38993.0,2,$30000-39999,0.0
ford,bronco,2023,new,0.0,Tyler Ford,61175.0,1,$60000-69999,0.0
ford,bronco,2023,new,0.0,Tyler Ford,99320.0,1,$90000-99999,0.0
chevrolet,silverado,2024,new,0.0,Cavender Auto Country Chevrolet Buick GMC,76820.0,0,$70000-79999,
gmc,sierra,2024,new,0.0,Cavender Auto Country Chevrolet Buick GMC,86635.0,0,$80000-89999,
gmc,sierra,2024,new,0.0,Cavender Auto Country Chevrolet Buick GMC,84255.0,0,$80000-89999,
gmc,sierra,2024,new,0.0,Cavender Auto Country Chevrolet Buick GMC,69380.0,0,$60000-69999,
chevrolet,silverado,2024,new,0.0,Cavender Auto Country Chevrolet Buick GMC,73750.0,0,$70000-79999,
ram,2500,2023,new,0.0,Peters Chrysler Dodge Jeep RAM Fiat,71495.0,1,$70000-79999,0.0
toyota,tundra,2023,new,0.0,Morgan City Toyota,54229.0,1,$50000-59999,0.0
ford,mustang,2012,used,35146.0,Greenway Mazda,21982.0,12,$20000-29999,2928.83
toyota,tundra,2023,new,0.0,Morgan City Toyota,75805.0,1,$70000-79999,0.0
toyota,4runner,2023,new,0.0,Morgan City Toyota,41524.0,1,$40000-49999,0.0
toyota,highlander,2023,new,0.0,Morgan City Toyota,46756.0,1,$40000-49999,0.0
toyota,camry,2023,new,0.0,Morgan City Toyota,33323.0,1,$30000-39999,0.0
toyota,tundra,2023,new,0.0,Morgan City Toyota,58431.0,1,$50000-59999,0.0
toyota,4runner,2023,new,0.0,Morgan City Toyota,51016.0,1,$50000-59999,0.0
toyota,highlander,2023,new,0.0,Morgan City Toyota,51259.0,1,$50000-59999,0.0
toyota,tacoma,2023,new,0.0,Morgan City Toyota,28854.0,1,$20000-29999,0.0
toyota,tundra,2022,used,31130.0,Morgan City Toyota,45438.0,2,$40000-49999,15565.0
toyota,4runner,2023,new,0.0,Morgan City Toyota,44584.0,1,$40000-49999,0.0
toyota,tacoma,2023,new,0.0,Morgan City Toyota,53084.0,1,$50000-59999,0.0
toyota,4runner,2023,new,0.0,Morgan City Toyota,51903.0,1,$50000-59999,0.0
toyota,4runner,2023,new,0.0,Morgan City Toyota,52688.0,1,$50000-59999,0.0
toyota,corolla,2023,new,0.0,Morgan City Toyota,28834.0,1,$20000-29999,0.0
toyota,4runner,2023,new,0.0,Morgan City Toyota,48041.0,1,$40000-49999,0.0
toyota,4runner,2023,new,0.0,Morgan City Toyota,47648.0,1,$40000-49999,0.0
toyota,sequoia,2023,new,0.0,Morgan City Toyota,83914.0,1,$80000-89999,0.0
toyota,4runner,2023,new,0.0,Morgan City Toyota,48164.0,1,$40000-49999,0.0
toyota,tundra,2023,new,0.0,Morgan City Toyota,48322.0,1,$40000-49999,0.0
mercedes,c-class,2017,used,65177.0,Acura of Jackson,22768.0,7,$20000-29999,9311.0
toyota,4runner,2023,new,0.0,Morgan City Toyota,46807.0,1,$40000-49999,0.0
toyota,tundra,2023,new,0.0,Morgan City Toyota,55346.0,1,$50000-59999,0.0
toyota,4runner,2023,new,0.0,Morgan City Toyota,48943.0,1,$40000-49999,0.0
toyota,tundra,2023,new,0.0,Morgan City Toyota,68379.0,1,$60000-69999,0.0
toyota,sienna,2023,new,0.0,Morgan City Toyota,45241.0,1,$40000-49999,0.0
toyota,highlander,2022,new,0.0,Morgan City Toyota,54971.0,2,$50000-59999,0.0
ford,explorer,2023,new,0.0,Hebert's Town & Country Ford,45500.0,1,$40000-49999,0.0
ford,explorer,2023,new,0.0,Hebert's Town & Country Ford,48370.0,1,$40000-49999,0.0
ford,f-150,2019,used,152000.0,Harper Motors,24995.0,5,$20000-29999,30400.0
chevrolet,silverado,2024,new,0.0,Harper Motors,55940.0,0,$50000-59999,
chevrolet,silverado,2024,new,0.0,Harper Motors,54465.0,0,$50000-59999,
chevrolet,silverado,2024,new,0.0,Harper Motors,54235.0,0,$50000-59999,
chevrolet,tahoe,2019,used,74057.0,Harper Motors,37875.0,5,$30000-39999,14811.4
toyota,tundra,2023,new,0.0,All Star Toyota of Baton Rouge,54738.0,1,$50000-59999,0.0
toyota,crown,2023,new,0.0,All Star Toyota of Baton Rouge,44857.0,1,$40000-49999,0.0
toyota,corolla,2011,used,95223.0,Team Honda,12366.0,13,$10000-19999,7324.85
chevrolet,ls,2019,used,98712.0,All Star Chevrolet,29897.0,5,$20000-29999,19742.4
chevrolet,colorado,2017,used,25252.0,All Star Chevrolet,27893.0,7,$20000-29999,3607.43
lexus,lx,2023,new,0.0,Price LeBlanc Lexus,115070.0,1,$110000-119999,0.0
lexus,is,2023,new,0.0,Price LeBlanc Lexus,67045.0,1,$60000-69999,0.0
toyota,4runner,2023,new,0.0,Price LeBlanc Toyota,47730.0,1,$40000-49999,0.0
toyota,tundra,2023,new,0.0,Price LeBlanc Toyota,57976.0,1,$50000-59999,0.0
ram,3500,2023,new,0.0,Matt Bowers CDJR,94350.0,1,$90000-99999,0.0
jeep,wrangler,2023,new,0.0,Matt Bowers CDJR,54390.0,1,$50000-59999,0.0
ford,mustang,2011,used,81109.0,Matt Bowers CDJR,10991.0,13,$10000-19999,6239.15
mercedes,gle,2018,used,35356.0,Matt Bowers CDJR,31791.0,6,$30000-39999,5892.67
toyota,corolla,2014,used,152528.0,Richards Honda,8506.0,10,$0-9999,15252.8
gmc,yukon,2016,used,106909.0,Richards Honda,22918.0,8,$20000-29999,13363.62
gmc,yukon,2022,used,7664.0,Richards Honda,74674.0,2,$70000-79999,3832.0
ford,f-150,2022,used,16610.0,Richards Honda,50414.0,2,$50000-59999,8305.0
chevrolet,colorado,2023,new,0.0,Alpha One Chevrolet,41575.0,1,$40000-49999,0.0
gmc,sierra,2021,used,93933.0,Alpha One Chevrolet,42888.0,3,$40000-49999,31311.0
gmc,terrain,2023,used,1479.0,Alpha One Chevrolet,29481.0,1,$20000-29999,1479.0
ford,f-250,2022,certified,49268.0,All Star Ford,57184.0,2,$50000-59999,24634.0
ram,3500,2021,used,79291.0,All Star Ford,63461.0,3,$60000-69999,26430.33
ford,f-150,2020,certified,60762.0,All Star Ford,42630.0,4,$40000-49999,15190.5
jeep,renegade,2018,used,42569.0,Mississippi Auto Direct,19360.0,6,$10000-19999,7094.83
lexus,rx,2017,used,36813.0,Natchez Ford Lincoln,34794.0,7,$30000-39999,5259.0
gmc,sierra,2024,new,0.0,Courtesy Chevrolet Buick GMC of Ruston,96185.0,0,$90000-99999,
gmc,sierra,2023,new,0.0,Courtesy Chevrolet Buick GMC of Ruston,49275.0,1,$40000-49999,0.0
gmc,sierra,2023,new,0.0,Courtesy Chevrolet Buick GMC of Ruston,59340.0,1,$50000-59999,0.0
gmc,sierra,2023,new,0.0,Courtesy Chevrolet Buick GMC of Ruston,75675.0,1,$70000-79999,0.0
ford,f-150,2023,new,0.0,All Star Ford of Denham Springs,80675.0,1,$80000-89999,0.0
toyota,camry,2021,used,62908.0,All Star Ford of Denham Springs,21602.0,3,$20000-29999,20969.33
ford,explorer,2020,used,62059.0,Stanley Ford Gilmer,27995.0,4,$20000-29999,15514.75
kia,sportage,2024,new,0.0,All Star Kia East,36660.0,0,$30000-39999,
kia,carnival,2024,new,0.0,All Star Kia East,44760.0,0,$40000-49999,
kia,sportage,2024,new,0.0,All Star Kia East,31345.0,0,$30000-39999,
kia,sportage,2024,new,0.0,All Star Kia East,38515.0,0,$30000-39999,
kia,sportage,2024,new,0.0,All Star Kia East,36930.0,0,$30000-39999,
kia,sorento,2023,new,0.0,All Star Kia East,42820.0,1,$40000-49999,0.0
kia,telluride,2024,new,0.0,All Star Kia East,52670.0,0,$50000-59999,
kia,sorento,2023,new,0.0,All Star Kia East,40290.0,1,$40000-49999,0.0
ford,f-150,2023,new,0.0,Centreville Motor Company,58184.0,1,$50000-59999,0.0
chevrolet,silverado,2023,new,0.0,Apple-Sport Chevrolet,46970.0,1,$40000-49999,0.0
chevrolet,silverado,2023,new,0.0,Apple-Sport Chevrolet,73900.0,1,$70000-79999,0.0
ford,bronco,2023,new,0.0,Apple Sport Ford,71785.0,1,$70000-79999,0.0
ford,f-150,2023,new,0.0,Apple Sport Ford,92865.0,1,$90000-99999,0.0
lexus,lx,2014,used,165096.0,Boardwalk Motor Cars,27500.0,10,$20000-29999,16509.6
ford,f-250,2013,used,196432.0,Boardwalk Motor Cars,23600.0,11,$20000-29999,17857.45
ford,f-350,2018,used,208276.0,Boardwalk Motor Cars,41300.0,6,$40000-49999,34712.67
ford,f-250,2012,used,159248.0,Boardwalk Motor Cars,29990.0,12,$20000-29999,13270.67
ford,f-350,2011,used,144466.0,Boardwalk Motor Cars,22300.0,13,$20000-29999,11112.77
chevrolet,silverado,2014,used,119718.0,Boardwalk Motor Cars,36500.0,10,$30000-39999,11971.8
ford,f-250,2019,used,201554.0,Boardwalk Motor Cars,28500.0,5,$20000-29999,40310.8
ford,f-250,2021,used,49703.0,Boardwalk Motor Cars,45900.0,3,$40000-49999,16567.67
ford,f-150,2018,used,161617.0,Boardwalk Motor Cars,24200.0,6,$20000-29999,26936.17
ford,f-150,2019,used,28062.0,Stewart Toyota,32577.0,5,$30000-39999,5612.4
toyota,highlander,2024,new,0.0,Stewart Toyota,51536.0,0,$50000-59999,
honda,cr-v,2023,used,7306.0,Van-Trow Toyota,31998.0,1,$30000-39999,7306.0
toyota,4runner,2023,new,0.0,Van-Trow Toyota,42768.0,1,$40000-49999,0.0
gmc,sierra,2023,new,0.0,Springhill Motor Co.,60095.0,1,$60000-69999,0.0
gmc,sierra,2023,new,0.0,Springhill Motor Co.,64210.0,1,$60000-69999,0.0
gmc,sierra,2023,new,0.0,Springhill Motor Co.,74225.0,1,$70000-79999,0.0
gmc,sierra,2023,new,0.0,Springhill Motor Co.,66755.0,1,$60000-69999,0.0
toyota,tundra,2022,used,47061.0,Canton Ford,41359.0,2,$40000-49999,23530.5
gmc,yukon,2021,used,71280.0,Canton Ford,58977.0,3,$50000-59999,23760.0
chevrolet,suburban,2021,used,72538.0,Canton Ford,51898.0,3,$50000-59999,24179.33
toyota,rav4,2023,new,0.0,Greg LeBlanc Toyota,39862.0,1,$30000-39999,0.0
gmc,yukon,2023,certified,9782.0,Covert Chevrolet Bastrop,86919.0,1,$80000-89999,9782.0
volkswagen,tiguan,2023,new,0.0,Volkswagen of Waco,27703.0,1,$20000-29999,0.0
volkswagen,atlas,2024,new,0.0,Volkswagen of Waco,43766.0,0,$40000-49999,
volkswagen,atlas,2024,new,0.0,Volkswagen of Waco,51414.0,0,$50000-59999,
volkswagen,jetta,2023,new,0.0,Volkswagen of Waco,33186.0,1,$30000-39999,0.0
volkswagen,atlas,2023,new,0.0,Volkswagen of Waco,40681.0,1,$40000-49999,0.0
volkswagen,atlas,2024,new,0.0,Volkswagen of Waco,47261.0,0,$40000-49999,
volkswagen,jetta,2023,new,0.0,Volkswagen of Waco,25638.0,1,$20000-29999,0.0
volkswagen,jetta,2023,new,0.0,Volkswagen of Waco,25298.0,1,$20000-29999,0.0
chevrolet,tahoe,2023,used,14121.0,Bird Kultgen Ford,69930.0,1,$60000-69999,14121.0
toyota,86,2017,used,43407.0,Greg May Honda,20985.0,7,$20000-29999,6201.0
toyota,tundra,2022,used,25639.0,Mac Haik Dodge Chrysler Jeep RAM Temple,49995.0,2,$40000-49999,12819.5
volkswagen,golf,2016,used,63255.0,AutoNation Chevrolet Waco,16998.0,8,$10000-19999,7906.88
ford,bronco,2023,used,5442.0,Riata Ford,52500.0,1,$50000-59999,5442.0
nissan,altima,2020,used,61978.0,Riata Ford,18100.0,4,$10000-19999,15494.5
toyota,tundra,2022,used,27526.0,Supreme Toyota,57983.0,2,$50000-59999,13763.0
gmc,yukon,2022,used,39487.0,Supreme Toyota,71483.0,2,$70000-79999,19743.5
toyota,tacoma,2023,new,0.0,Supreme Toyota,44924.0,1,$40000-49999,0.0
toyota,tundra,2023,new,0.0,Supreme Toyota,57562.0,1,$50000-59999,0.0
chevrolet,tahoe,2008,used,261259.0,Bayer Chevrolet Buick Cadillac,3995.0,16,$0-9999,16328.69
toyota,highlander,2022,certified,19898.0,Supreme Toyota,35883.0,2,$30000-39999,9949.0
ram,1500,2023,new,0.0,Pegasus Chrysler Dodge Jeep Ram,42998.0,1,$40000-49999,0.0
ram,1500,2023,new,0.0,Pegasus Chrysler Dodge Jeep Ram,56999.0,1,$50000-59999,0.0
jeep,grand cherokee,2023,new,0.0,Pegasus Chrysler Dodge Jeep Ram,56999.0,1,$50000-59999,0.0
ram,3500,2023,new,0.0,Pegasus Chrysler Dodge Jeep Ram,81366.0,1,$80000-89999,0.0
ford,f-250,2021,used,44845.0,Ennis Ford,55594.0,3,$50000-59999,14948.33
dodge,viper,2003,used,38719.0,Chevrolet of West,49877.0,21,$40000-49999,1843.76
ford,bronco,2023,new,0.0,Elliott Auto Group,51840.0,1,$50000-59999,0.0
ford,explorer,2023,new,0.0,Stanley Ford - McGregor,51400.0,1,$50000-59999,0.0
ford,f-350,2023,new,0.0,Stanley Ford - McGregor,81762.0,1,$80000-89999,0.0
hyundai,ioniq,2022,used,6632.0,AutoNation USA Austin,35985.0,2,$30000-39999,3316.0
toyota,sequoia,2018,used,56780.0,Henna Chevrolet,34495.0,6,$30000-39999,9463.33
hyundai,ioniq,2023,new,0.0,Round Rock Hyundai,43250.0,1,$40000-49999,0.0
volkswagen,tiguan,2017,used,67796.0,Round Rock Nissan,14815.0,7,$10000-19999,9685.14
nissan,leaf s,2023,new,0.0,Round Rock Nissan,29885.0,1,$20000-29999,0.0
toyota,prius,2017,used,58275.0,Corvette Country,21700.0,7,$20000-29999,8325.0
ford,f-150,2023,new,0.0,Mac Haik Ford Lincoln,44945.0,1,$40000-49999,0.0
ford,f-450,2023,new,0.0,Mac Haik Ford Lincoln,98955.0,1,$90000-99999,0.0
ford,f-150,2023,new,0.0,Mac Haik Ford Lincoln,72030.0,1,$70000-79999,0.0
ford,f-150,2022,new,0.0,Mac Haik Ford Lincoln,89999.0,2,$80000-89999,0.0
ford,f-150,2023,new,0.0,Mac Haik Ford Lincoln,47475.0,1,$40000-49999,0.0
bmw,x5,2014,used,157305.0,Georgetown INFINITI,13000.0,10,$10000-19999,15730.5
bmw,x5,2020,used,28357.0,Georgetown INFINITI,42000.0,4,$40000-49999,7089.25
ram,1500,2022,used,12037.0,Covert Chrysler Dodge Jeep & Ram,48926.0,2,$40000-49999,6018.5
ford,f-150,2022,new,0.0,Leif Johnson Ford Inc.,110000.0,2,$110000-119999,0.0
ford,bronco,2023,certified,1514.0,Leif Johnson Ford Inc.,41788.0,1,$40000-49999,1514.0
ford,f-150,2021,certified,62430.0,Leif Johnson Ford Inc.,51229.0,3,$50000-59999,20810.0
ford,escape,2022,certified,11856.0,Leif Johnson Ford Inc.,27279.0,2,$20000-29999,5928.0
dodge,durango,2018,used,18558.0,Leif Johnson Ford Inc.,52396.0,6,$50000-59999,3093.0
ford,expedition,2021,certified,61260.0,Leif Johnson Ford Inc.,41219.0,3,$40000-49999,20420.0
nissan,3,2004,used,43642.0,Leif Johnson Ford Inc.,28000.0,20,$20000-29999,2182.1
mercedes,gls 450,2024,new,0.0,Mercedes-Benz of Austin,102875.0,0,$100000-109999,
mercedes,gls 450,2024,new,0.0,Mercedes-Benz of Austin,96355.0,0,$90000-99999,
mercedes,amg gt,2023,new,0.0,Mercedes-Benz of Austin,94900.0,1,$90000-99999,0.0
mercedes,gls 450,2024,new,0.0,Mercedes-Benz of Austin,94440.0,0,$90000-99999,
mercedes,s-class,2023,new,0.0,Mercedes-Benz of Austin,113245.0,1,$110000-119999,0.0
toyota,highlander,2023,new,0.0,Toyota of North Austin,45002.0,1,$40000-49999,0.0
mazda,cx-30,2022,used,22079.0,Howdy Honda,26999.0,2,$20000-29999,11039.5
chevrolet,camaro,2015,used,106046.0,Austin Subaru,21988.0,9,$20000-29999,11782.89
ford,f-150,2021,used,31080.0,Town North Nissan,37795.0,3,$30000-39999,10360.0
chevrolet,silverado,2024,new,0.0,Platinum Chevrolet Cadillac,63665.0,0,$60000-69999,
cadillac,xt4,2024,new,0.0,Platinum Chevrolet Cadillac,43240.0,0,$40000-49999,
chevrolet,colorado,2023,new,0.0,AutoNation Chevrolet West Austin,40115.0,1,$40000-49999,0.0
chevrolet,colorado,2023,new,0.0,AutoNation Chevrolet West Austin,54075.0,1,$50000-59999,0.0
chevrolet,suburban,2023,new,0.0,AutoNation Chevrolet West Austin,71530.0,1,$70000-79999,0.0
chevrolet,tahoe,2023,new,0.0,AutoNation Chevrolet West Austin,70685.0,1,$70000-79999,0.0
mazda,mazda3,2016,used,133265.0,Covert Ford,10777.0,8,$10000-19999,16658.12
ford,f-350,2023,used,5556.0,Covert Ford,88398.0,1,$80000-89999,5556.0
mazda,cx-9,2020,used,60846.0,Covert Ford,27298.0,4,$20000-29999,15211.5
mercedes,gls 450,2020,used,75013.0,Covert Ford,43598.0,4,$40000-49999,18753.25
cadillac,ct4-v,2022,certified,2138.0,Covert Cadillac,46988.0,2,$40000-49999,1069.0
cadillac,ct4-v,2023,new,0.0,Covert Cadillac,84515.0,1,$80000-89999,0.0
lexus,es,2021,used,11480.0,Covert Cadillac,40988.0,3,$40000-49999,3826.67
honda,accord,2011,used,117221.0,Covert Buick GMC Austin,11900.0,13,$10000-19999,9017.0
mercedes,e-class,2020,used,18605.0,Covert Cadillac,54988.0,4,$50000-59999,4651.25
toyota,supra,2022,used,11644.0,Covert Cadillac,55988.0,2,$50000-59999,5822.0
cadillac,lyriq,2023,new,0.0,Covert Cadillac,59980.0,1,$50000-59999,0.0
hyundai,palisade,2023,new,0.0,South Point Hyundai,40600.0,1,$40000-49999,0.0
toyota,rav4,2023,new,0.0,AutoNation Toyota South Austin,38177.0,1,$30000-39999,0.0
hyundai,sonata,2021,used,42227.0,South Austin Nissan,23980.0,3,$20000-29999,14075.67
kia,telluride,2024,new,0.0,Kia Of Mccomb,43394.0,0,$40000-49999,
chevrolet,colorado,2023,new,0.0,Capitol Chevrolet,61230.0,1,$60000-69999,0.0
chevrolet,ls,2023,new,0.0,Capitol Chevrolet,56895.0,1,$50000-59999,0.0
chevrolet,suburban,2023,new,0.0,Capitol Chevrolet,75345.0,1,$70000-79999,0.0
chevrolet,suburban,2023,new,0.0,Capitol Chevrolet,70140.0,1,$70000-79999,0.0
chevrolet,tahoe,2023,new,0.0,Capitol Chevrolet,71405.0,1,$70000-79999,0.0
mercedes,s-class,2023,new,0.0,Mercedes-Benz of Georgetown,126255.0,1,$120000-129999,0.0
kia,forte,2018,certified,56240.0,Kia of North Austin,15998.0,6,$10000-19999,9373.33
nissan,pathfinder,2024,new,0.0,Pete Mankins Nissan,42091.0,0,$40000-49999,
nissan,pathfinder,2024,new,0.0,Pete Mankins Nissan,48797.0,0,$40000-49999,
dodge,durango,2023,new,0.0,Lakeshore Chrysler Dodge Jeep RAM of Kenner,42842.0,1,$40000-49999,0.0
ram,2500,2023,new,0.0,Lakeshore Chrysler Dodge Jeep RAM of Kenner,90295.0,1,$90000-99999,0.0
dodge,charger,2023,new,0.0,Lakeshore Chrysler Dodge Jeep RAM of Kenner,53220.0,1,$50000-59999,0.0
jeep,gladiator,2023,new,0.0,Lakeshore Chrysler Dodge Jeep RAM of Kenner,52735.0,1,$50000-59999,0.0
jeep,gladiator,2023,new,0.0,Lakeshore Chrysler Dodge Jeep RAM of Kenner,56210.0,1,$50000-59999,0.0
ford,f-150,2016,used,80695.0,Ray Brandt Toyota,28958.0,8,$20000-29999,10086.88
chevrolet,silverado,2008,used,85394.0,Cedar Park Nissan,21600.0,16,$20000-29999,5337.12
toyota,avalon,2020,used,12541.0,Bryan Subaru,36490.0,4,$30000-39999,3135.25
lexus,gx,2019,used,42455.0,Matt Bowers Chevrolet Metairie,39495.0,5,$30000-39999,8491.0
chevrolet,silverado,2024,new,0.0,Matt Bowers Chevrolet Metairie,75540.0,0,$70000-79999,
bmw,m5,2014,used,82373.0,Matt Bowers Chevrolet Metairie,29955.0,10,$20000-29999,8237.3
nissan,armada,2023,new,0.0,Bates Nissan,54845.0,1,$50000-59999,0.0
toyota,avalon,2018,used,89488.0,Elder Mitsubishi - Killeen,22758.0,6,$20000-29999,14914.67
