Brand,Model,Year,Status,Mileage,Dealer,Price,Age,PriceRange,Yearly_Miles
mercedes,2500,2016,used,51639.0,McLaren Charlotte,139996.0,8,$130000-139999,6454.88
mercedes,2500,2016,used,21104.0,McLaren Charlotte,129996.0,8,$120000-129999,2638.0
audi,r8,2020,used,38706.0,McLaren Charlotte,189996.0,4,$180000-189999,9676.5
chevrolet,corvette,2023,used,565.0,McLaren Charlotte,184996.0,1,$180000-189999,565.0
dodge,charger,2023,new,0.0,Cornhusker Auto Center,43405.0,1,$40000-49999,0.0
nissan,rogue,2023,new,0.0,Cornhusker Nissan of Norfolk,35420.0,1,$30000-39999,0.0
nissan,rogue,2023,new,0.0,Cornhusker Nissan of Norfolk,41270.0,1,$40000-49999,0.0
nissan,rogue,2023,new,0.0,Cornhusker Nissan of Norfolk,37530.0,1,$30000-39999,0.0
nissan,rogue,2023,new,0.0,Cornhusker Nissan of Norfolk,42065.0,1,$40000-49999,0.0
nissan,rogue,2023,new,0.0,Cornhusker Nissan of Norfolk,39235.0,1,$30000-39999,0.0
chevrolet,silverado,2010,used,129445.0,Randy Marion Ford of West Jefferson,11985.0,14,$10000-19999,9246.07
ford,bronco,2023,new,0.0,Randy Marion Ford of West Jefferson,73480.0,1,$70000-79999,0.0
ford,f-250,2023,new,0.0,Randy Marion Ford of West Jefferson,81285.0,1,$80000-89999,0.0
ford,mustang,2024,new,0.0,Randy Marion Ford of West Jefferson,55025.0,0,$50000-59999,
chevrolet,silverado,2023,new,0.0,Randy Marion Chevrolet Buick GMC of West Jefferson,63960.0,1,$60000-69999,0.0
chevrolet,corvette,2023,new,0.0,Randy Marion Chevrolet Buick GMC of West Jefferson,178205.0,1,$170000-179999,0.0
audi,a6,2023,new,0.0,McDaniels Acura/Audi,76815.0,1,$70000-79999,0.0
ford,bronco,2023,new,0.0,Dixon Ford Volkswagen,51175.0,1,$50000-59999,0.0
ford,maverick,2022,used,14423.0,Dixon Ford Volkswagen,33944.0,2,$30000-39999,7211.5
ford,mustang,2024,new,0.0,Dixon Ford Volkswagen,66710.0,0,$60000-69999,
toyota,tacoma,2022,certified,8309.0,Fred Anderson Toyota of Charleston,38031.0,2,$30000-39999,4154.5
volkswagen,passat,2018,used,86406.0,EchoPark Automotive Charlotte,15799.0,6,$10000-19999,14401.0
kia,sportage,2024,new,0.0,Planet Kia Charlotte,35740.0,0,$30000-39999,
kia,telluride,2024,new,0.0,Planet Kia Charlotte,43410.0,0,$40000-49999,
toyota,corolla,2010,used,134410.0,Payless Car Sales,6900.0,14,$0-9999,9600.71
mercedes,c-class,2023,new,0.0,Hendrick Motors of Charlotte,60722.0,1,$60000-69999,0.0
hyundai,kona,2023,new,0.0,Greg Hubler Hyundai,28717.0,1,$20000-29999,0.0
hyundai,kona,2023,new,0.0,Greg Hubler Hyundai,26995.0,1,$20000-29999,0.0
hyundai,kona,2023,new,0.0,Greg Hubler Hyundai,27620.0,1,$20000-29999,0.0
ford,f-150,2020,used,45245.0,Town & Country Ford,35996.0,4,$30000-39999,11311.25
ford,f-150,2022,used,9085.0,Town & Country Ford,65496.0,2,$60000-69999,4542.5
dodge,charger,2023,new,0.0,Rick Hendrick Dodge Chrysler Jeep RAM,48815.0,1,$40000-49999,0.0
bmw,740,2023,new,0.0,Hendrick BMW,103275.0,1,$100000-109999,0.0
kia,carnival,2024,new,0.0,Stokes Kia,54385.0,0,$50000-59999,
lexus,gx,2021,used,36391.0,Keffer Mazda,48493.0,3,$40000-49999,12130.33
chevrolet,colorado,2023,new,0.0,Parks Chevrolet Huntersville,39305.0,1,$30000-39999,0.0
toyota,crown,2023,new,0.0,Cronin Toyota & Nissan of Richmond,41354.0,1,$40000-49999,0.0
toyota,tacoma,2023,new,0.0,Cronin Toyota & Nissan of Richmond,41961.0,1,$40000-49999,0.0
bmw,x5,2024,new,0.0,Hendrick BMW Northlake,87942.0,0,$80000-89999,
dodge,durango,2023,new,0.0,Keffer Jeep Chrysler Dodge RAM,87005.0,1,$80000-89999,0.0
jeep,grand cherokee,2023,new,0.0,Wetzel Auto,50376.0,1,$50000-59999,0.0
dodge,charger,2023,new,0.0,Wetzel Auto,29495.0,1,$20000-29999,0.0
jeep,grand cherokee,2023,new,0.0,Wetzel Auto,40238.0,1,$40000-49999,0.0
toyota,highlander,2016,used,102229.0,INFINITI of Charlotte,21988.0,8,$20000-29999,12778.62
dodge,1500,2006,used,246488.0,Stoops Automotive Group,9982.0,18,$0-9999,13693.78
chevrolet,venture,2002,used,77024.0,Stoops Automotive Group,9300.0,22,$0-9999,3501.09
gmc,yukon,2020,used,21352.0,Stoops Automotive Group,58623.0,4,$50000-59999,5338.0
ram,2500,2014,used,110882.0,Stoops Automotive Group,30282.0,10,$30000-39999,11088.2
nissan,titan,2024,new,0.0,Ken Nelson Auto Group,65070.0,0,$60000-69999,
bmw,x5,2016,used,71451.0,Adams North Charlotte,25105.0,8,$20000-29999,8931.38
ford,f-150,2016,used,132984.0,Adams North Charlotte,23995.0,8,$20000-29999,16623.0
honda,cr-v,2014,used,190930.0,Adams North Charlotte,10895.0,10,$10000-19999,19093.0
ford,edge,2023,new,0.0,Berkeley Ford,40535.0,1,$40000-49999,0.0
toyota,venza,2023,new,0.0,Scott Clark Toyota,44207.0,1,$40000-49999,0.0
toyota,tundra,2023,new,0.0,Scott Clark Toyota,57650.0,1,$50000-59999,0.0
toyota,tundra,2023,new,0.0,Scott Clark Toyota,59109.0,1,$50000-59999,0.0
toyota,4runner,2023,new,0.0,Scott Clark Toyota,54365.0,1,$50000-59999,0.0
toyota,4runner,2023,new,0.0,Scott Clark Toyota,53570.0,1,$50000-59999,0.0
toyota,sienna,2022,used,24938.0,Cronin CDJR,46895.0,2,$40000-49999,12469.0
jeep,gladiator,2021,used,31624.0,Cronin CDJR,36795.0,3,$30000-39999,10541.33
dodge,durango,2023,used,2250.0,Cronin CDJR,79995.0,1,$70000-79999,2250.0
honda,accord,2022,used,18145.0,Cronin CDJR,28595.0,2,$20000-29999,9072.5
jeep,wrangler,2023,new,0.0,Cronin CDJR,40928.0,1,$40000-49999,0.0
toyota,4runner,2022,used,15599.0,Cronin CDJR,40995.0,2,$40000-49999,7799.5
jeep,grand cherokee,2023,new,0.0,Cronin CDJR,57995.0,1,$50000-59999,0.0
jeep,grand cherokee,2021,used,31850.0,Cronin CDJR,43595.0,3,$40000-49999,10616.67
ford,bronco,2023,new,0.0,Pure Country Ford,54810.0,1,$50000-59999,0.0
honda,cr-v,2004,used,149931.0,All City Auto Sales,7998.0,20,$0-9999,7496.55
gmc,sierra,2018,used,104170.0,All City Auto Sales,48998.0,6,$40000-49999,17361.67
gmc,sierra,2024,new,0.0,Larkin Cobb Chevrolet Buick GMC,88435.0,0,$80000-89999,
chevrolet,tahoe,2023,new,0.0,"Stephen Motors, Inc.",80500.0,1,$80000-89999,0.0
ram,cla,2023,new,0.0,Capital CDJR of Indian Trail,42140.0,1,$40000-49999,0.0
ford,f-350,2023,new,0.0,Lebanon Ford,80865.0,1,$80000-89999,0.0
ford,escape,2022,new,0.0,Lebanon Ford,33000.0,2,$30000-39999,0.0
ford,f-350,2022,new,0.0,Lebanon Ford,49070.0,2,$40000-49999,0.0
gmc,yukon,2023,certified,3425.0,Gjovik Chevrolet Buick GMC,78599.0,1,$70000-79999,3425.0
volkswagen,id.4,2021,used,29977.0,Union County Kia,29990.0,3,$20000-29999,9992.33
toyota,highlander,2023,new,0.0,Classic Toyota of Wilkesboro,60472.0,1,$60000-69999,0.0
toyota,highlander,2023,new,0.0,Classic Toyota of Wilkesboro,54908.0,1,$50000-59999,0.0
volkswagen,atlas,2022,certified,25281.0,Hawk Volkswagen of Joliet,43998.0,2,$40000-49999,12640.5
jeep,wrangler,2017,used,70857.0,CarLink Fort Pierce,24490.0,7,$20000-29999,10122.43
cadillac,xt5,2024,new,0.0,Hendrick Cadillac Monroe,46515.0,0,$40000-49999,
cadillac,escalade,2023,new,0.0,Hendrick Cadillac Monroe,99845.0,1,$90000-99999,0.0
cadillac,xt5,2024,new,0.0,Hendrick Cadillac Monroe,45915.0,0,$40000-49999,
cadillac,xt5,2024,new,0.0,Hendrick Cadillac Monroe,54490.0,0,$50000-59999,
cadillac,xt5,2024,new,0.0,Hendrick Cadillac Monroe,66540.0,0,$60000-69999,
chevrolet,blazer,2023,new,0.0,Randy Marion Chevrolet Buick of Mooresville,43390.0,1,$40000-49999,0.0
chevrolet,trax,2024,new,0.0,Randy Marion Chevrolet Buick of Mooresville,25890.0,0,$20000-29999,
chevrolet,blazer,2023,new,0.0,Randy Marion Chevrolet Buick of Mooresville,46770.0,1,$40000-49999,0.0
chevrolet,blazer,2023,new,0.0,Randy Marion Chevrolet Buick of Mooresville,43940.0,1,$40000-49999,0.0
chevrolet,suburban,2023,new,0.0,Randy Marion Chevrolet Buick of Mooresville,70690.0,1,$70000-79999,0.0
chevrolet,blazer,2023,new,0.0,Randy Marion Chevrolet Buick of Mooresville,44935.0,1,$40000-49999,0.0
ford,bronco,2023,new,0.0,Fort Dodge Ford,36060.0,1,$30000-39999,0.0
dodge,charger,2023,new,0.0,Hendrick Chrysler Dodge Jeep Ram FIAT of Concord,93209.0,1,$90000-99999,0.0
gmc,acadia,2022,certified,18416.0,D'Arcy Buick GMC,42800.0,2,$40000-49999,9208.0
gmc,sierra,2016,used,102690.0,D'Arcy Buick GMC,38800.0,8,$30000-39999,12836.25
gmc,acadia,2023,new,0.0,D'Arcy Buick GMC,52610.0,1,$50000-59999,0.0
gmc,acadia,2023,new,0.0,D'Arcy Buick GMC,53162.0,1,$50000-59999,0.0
chevrolet,impala,2017,used,107128.0,D'Arcy Buick GMC,15995.0,7,$10000-19999,15304.0
dodge,charger,2022,used,1536.0,D'Arcy Buick GMC,84900.0,2,$80000-89999,768.0
ford,explorer,2022,used,5842.0,D'Arcy Buick GMC,44900.0,2,$40000-49999,2921.0
gmc,sierra,2023,new,0.0,Wiers Chevrolet - GMC,68300.0,1,$60000-69999,0.0
ford,mustang,2003,used,94002.0,Premiere Motorsports,11999.0,21,$10000-19999,4476.29
honda,civic,2017,certified,119716.0,The Honda Superstore of Joliet,16495.0,7,$10000-19999,17102.29
honda,accord,2023,new,0.0,The Honda Superstore of Joliet,29427.0,1,$20000-29999,0.0
chevrolet,malibu,2023,new,0.0,Webb Chevy Plainfield,25095.0,1,$20000-29999,0.0
chevrolet,malibu,2023,new,0.0,Webb Chevy Plainfield,25595.0,1,$20000-29999,0.0
toyota,sequoia,2023,used,1128.0,Springs Automotive Group,83797.0,1,$80000-89999,1128.0
honda,accord,2015,used,132437.0,Springs Automotive Group,16097.0,9,$10000-19999,14715.22
ford,f-250,2008,used,80923.0,Springs Automotive Group,23897.0,16,$20000-29999,5057.69
gmc,yukon,2017,used,62125.0,Dan Deery Motors,36578.0,7,$30000-39999,8875.0
lexus,gx,2016,used,36399.0,Dan Deery Motors,33904.0,8,$30000-39999,4549.88
chevrolet,corvette,2023,new,0.0,Randy Marion Chevrolet of Statesville,85335.0,1,$80000-89999,0.0
audi,s3,2017,used,72419.0,"Randy Marion Ford Lincoln, LLC",23660.0,7,$20000-29999,10345.57
nissan,pathfinder,2011,used,228096.0,Rydell Chevrolet,5571.0,13,$0-9999,17545.85
chevrolet,silverado,2019,used,101983.0,Rydell Chevrolet,36955.0,5,$30000-39999,20396.6
honda,ridgeline,2021,used,48522.0,Rydell Chevrolet,31161.0,3,$30000-39999,16174.0
lexus,gx,2020,used,59951.0,Springs Automotive Group,39998.0,4,$30000-39999,14987.75
gmc,sierra,2012,used,179285.0,Springs Automotive Group,25998.0,12,$20000-29999,14940.42
bmw,m5,2013,used,84937.0,Springs Automotive Group,30499.0,11,$30000-39999,7721.55
volkswagen,golf,2019,used,62490.0,Springs Automotive Group,23998.0,5,$20000-29999,12498.0
toyota,tundra,2012,used,200742.0,Springs Automotive Group,17995.0,12,$10000-19999,16728.5
dodge,3500,2010,used,252875.0,Springs Automotive Group,24999.0,14,$20000-29999,18062.5
chevrolet,colorado,2023,new,0.0,Phillips Chevrolet,47525.0,1,$40000-49999,0.0
jeep,gladiator,2023,new,0.0,AutoNation CDJR Canon City,52886.0,1,$50000-59999,0.0
chevrolet,ls,2021,certified,31723.0,Jeff Schmitt Chevrolet South,49997.0,3,$40000-49999,10574.33
chevrolet,tahoe,2020,certified,36635.0,Jeff Schmitt Chevrolet South,46683.0,4,$40000-49999,9158.75
chevrolet,camaro,2020,certified,60708.0,Jeff Schmitt Chevrolet South,34949.0,4,$30000-39999,15177.0
ford,bronco,2023,new,0.0,Interstate Ford,55500.0,1,$50000-59999,0.0
ford,expedition,2023,new,0.0,Interstate Ford,71000.0,1,$70000-79999,0.0
dodge,charger,2023,new,0.0,Jonny Dodge-Chry-Jeep,42420.0,1,$40000-49999,0.0
toyota,highlander,2023,new,0.0,Toyota of Colorado Springs,48128.0,1,$40000-49999,0.0
toyota,4runner,2022,certified,4281.0,Toyota of Colorado Springs,46500.0,2,$40000-49999,2140.5
jeep,grand cherokee,2023,new,0.0,James Chrysler Dodge Jeep Ram,68877.0,1,$60000-69999,0.0
chevrolet,avalanche,2007,used,56543.0,Frankfort Auto Haus,17950.0,17,$10000-19999,3326.06
toyota,tacoma,2018,used,65828.0,Red Noland INFINITI,33880.0,6,$30000-39999,10971.33
honda,hr-v,2024,new,0.0,Community Honda,29480.0,0,$20000-29999,
honda,civic,2024,new,0.0,Community Honda,27900.0,0,$20000-29999,
ford,expedition,2022,certified,30478.0,Phil Long Ford of Motor City,50398.0,2,$50000-59999,15239.0
ford,explorer,2022,new,0.0,Phil Long Ford of Motor City,39997.0,2,$30000-39999,0.0
volkswagen,atlas,2020,used,85793.0,Phil Long Ford of Motor City,31998.0,4,$30000-39999,21448.25
volkswagen,atlas,2023,certified,3914.0,Bob Penkhus Volvo Mazda Volkswagen,35799.0,1,$30000-39999,3914.0
audi,sq5,2022,used,29000.0,Bob Penkhus Volvo Mazda Volkswagen,55799.0,2,$50000-59999,14500.0
chevrolet,ls,2022,used,5710.0,Bob Penkhus Volvo Mazda Volkswagen,56199.0,2,$50000-59999,2855.0
volkswagen,atlas,2024,new,0.0,Bob Penkhus Volvo Mazda Volkswagen,55995.0,0,$50000-59999,
volkswagen,1,2023,certified,4450.0,Bob Penkhus Volvo Mazda Volkswagen,29399.0,1,$20000-29999,4450.0
mazda,cx-5,2024,new,0.0,Bob Penkhus Volvo Mazda Volkswagen,35222.0,0,$30000-39999,
mazda,cx-5,2024,new,0.0,Bob Penkhus Volvo Mazda Volkswagen,34497.0,0,$30000-39999,
mazda,cx-5,2024,new,0.0,Bob Penkhus Volvo Mazda Volkswagen,44497.0,0,$40000-49999,
chevrolet,suburban,2021,used,55358.0,Bob Penkhus Volvo Mazda Volkswagen,53999.0,3,$50000-59999,18452.67
mercedes,gle,2020,used,36316.0,White Allen European Auto Group,49749.0,4,$40000-49999,9079.0
gmc,canyon,2015,used,68135.0,White Allen European Auto Group,25650.0,9,$20000-29999,7570.56
toyota,tundra,2023,new,0.0,Rick Collins Toyota,62377.0,1,$60000-69999,0.0
kia,sorento,2023,new,0.0,Billion Auto - Kia in Sioux City,46285.0,1,$40000-49999,0.0
kia,niro,2023,new,0.0,Billion Auto - Kia in Sioux City,42805.0,1,$40000-49999,0.0
nissan,pathfinder,2024,new,0.0,Billion Auto - Nissan of Sioux City,49350.0,0,$40000-49999,
honda,pilot,2019,certified,55470.0,Gerald Honda of Matteson,32950.0,5,$30000-39999,11094.0
mazda,mx-5 miata,2016,used,31685.0,Gerald Honda of Matteson,19988.0,8,$10000-19999,3960.62
gmc,3,2024,new,0.0,Arnie Bauer Buick GMC of Matteson,146290.0,0,$140000-149999,
kia,gt,2024,new,0.0,Hawkinson Kia,30800.0,0,$30000-39999,
gmc,savana,2023,new,0.0,Greg Hubler Buick GMC,90295.0,1,$90000-99999,0.0
gmc,savana,2023,new,0.0,Greg Hubler Buick GMC,85915.0,1,$80000-89999,0.0
hyundai,elantra,2023,new,0.0,Voss Hyundai,30331.0,1,$30000-39999,0.0
chevrolet,silverado,2024,new,0.0,Barry Bunker Chevrolet,63989.0,0,$60000-69999,
toyota,mr2,2001,used,75969.0,South Oak Dodge Chrysler Jeep RAM,10481.0,23,$10000-19999,3303.0
lexus,nx,2022,used,21921.0,Corwin Toyota Colorado Springs,48000.0,2,$40000-49999,10960.5
gmc,yukon,2021,used,69288.0,Corwin Toyota Colorado Springs,52500.0,3,$50000-59999,23096.0
jeep,wrangler,2008,used,107795.0,Corwin Toyota Colorado Springs,15000.0,16,$10000-19999,6737.19
ram,2500,2020,used,15445.0,Corwin Toyota Colorado Springs,60000.0,4,$60000-69999,3861.25
toyota,4runner,2014,used,151608.0,Corwin Toyota Colorado Springs,22000.0,10,$20000-29999,15160.8
ford,mustang,2012,used,25064.0,AutoNation USA Colorado Springs,24999.0,12,$20000-29999,2088.67
toyota,rav4,2021,used,33370.0,AutoNation USA Colorado Springs,39499.0,3,$30000-39999,11123.33
mercedes,glb,2021,used,28357.0,AutoNation USA Colorado Springs,32999.0,3,$30000-39999,9452.33
toyota,4runner,2021,used,22690.0,AutoNation USA Colorado Springs,43999.0,3,$40000-49999,7563.33
audi,a8,2019,used,13720.0,AutoNation USA Colorado Springs,46499.0,5,$40000-49999,2744.0
mazda,cx-5,2024,new,0.0,Bob Penkhus Mazda at Powers,44107.0,0,$40000-49999,
toyota,rav4,2018,used,79129.0,Prestige Motor Works,20500.0,6,$20000-29999,13188.17
bmw,x3,2020,used,52708.0,Rocky Mountain Auto Brokers Inc.,34999.0,4,$30000-39999,13177.0
dodge,charger,2015,used,75534.0,Rocky Mountain Auto Brokers Inc.,20844.0,9,$20000-29999,8392.67
dodge,durango,2023,new,0.0,Performance Chrysler Jeep Dodge RAM Centerville,49796.0,1,$40000-49999,0.0
ford,bronco,2021,used,27483.0,Performance Chrysler Jeep Dodge RAM Centerville,43932.0,3,$40000-49999,9161.0
bmw,x5,2020,used,49341.0,BMW of Orland Park,41099.0,4,$40000-49999,12335.25
jeep,wagoneer,2023,new,0.0,Glass Capital Chrysler Dodge Jeep RAM,76385.0,1,$70000-79999,0.0
chevrolet,silverado,2011,used,134099.0,Glass Capital Chrysler Dodge Jeep RAM,14000.0,13,$10000-19999,10315.31
audi,a6,2019,used,21062.0,Phil Long Ford of Chapel Hills,30777.0,5,$30000-39999,4212.4
ford,explorer,2022,certified,6220.0,Phil Long Ford of Chapel Hills,38199.0,2,$30000-39999,3110.0
lexus,lx,2016,used,93528.0,Phil Long Ford of Chapel Hills,48999.0,8,$40000-49999,11691.0
mercedes,glb,2022,used,8691.0,Phil Long Ford of Chapel Hills,38495.0,2,$30000-39999,4345.5
volkswagen,atlas,2022,used,16259.0,Phil Long Ford of Chapel Hills,37499.0,2,$30000-39999,8129.5
ford,expedition,2023,new,0.0,Phil Long Ford of Chapel Hills,72070.0,1,$70000-79999,0.0
toyota,4runner,2016,used,106468.0,Phil Long Ford of Chapel Hills,24995.0,8,$20000-29999,13308.5
gmc,sierra,2022,used,40751.0,Phil Long Ford of Chapel Hills,68777.0,2,$60000-69999,20375.5
ford,expedition,2024,new,0.0,Phil Long Ford of Chapel Hills,94080.0,0,$90000-99999,
ford,mustang,2023,certified,3027.0,Phil Long Ford of Chapel Hills,47699.0,1,$40000-49999,3027.0
hyundai,elantra,2013,used,113843.0,Advantage Chevrolet of Bolingbrook,7972.0,11,$0-9999,10349.36
chevrolet,colorado,2023,new,0.0,Advantage Chevrolet of Bolingbrook,46170.0,1,$40000-49999,0.0
hyundai,santa fe,2023,new,0.0,Phil Long Hyundai of Chapel Hills,45414.0,1,$40000-49999,0.0
chevrolet,impala,2019,used,53726.0,Apple Chevrolet,24488.0,5,$20000-29999,10745.2
chevrolet,tahoe,2021,certified,53747.0,Apple Chevrolet,58791.0,3,$50000-59999,17915.67
chevrolet,silverado,2023,new,0.0,Apple Chevrolet,49555.0,1,$40000-49999,0.0
ram,2500,2023,new,0.0,Bettenhausen Chrysler Dodge Jeep RAM,80135.0,1,$80000-89999,0.0
honda,cr-v,2024,new,0.0,Johnson Honda of Stuart,34675.0,0,$30000-39999,
audi,q5,2023,new,0.0,Audi Orland Park,57497.0,1,$50000-59999,0.0
jeep,wrangler,2023,new,0.0,Runde Ford Chrysler Dodge Jeep RAM,62520.0,1,$60000-69999,0.0
dodge,challenger,2023,new,0.0,Runde Ford Chrysler Dodge Jeep RAM,42245.0,1,$40000-49999,0.0
chevrolet,trax,2024,new,0.0,Bob Stephen Motors-Inc.,26540.0,0,$20000-29999,
chevrolet,malibu,2012,used,116104.0,Max Madsen's Aurora Mitsubishi,6750.0,12,$0-9999,9675.33
hyundai,kona,2024,new,0.0,Napleton's Valley Hyundai,33920.0,0,$30000-39999,
nissan,1,2011,used,162400.0,Bush Auto Place,4998.0,13,$0-9999,12492.31
chevrolet,suburban,2023,new,0.0,Bush Auto Place,93660.0,1,$90000-99999,0.0
jeep,grand cherokee,2023,used,8454.0,BMW of Schererville,54737.0,1,$50000-59999,8454.0
honda,cr-v,2024,new,0.0,Glockner Honda Toyota,33290.0,0,$30000-39999,
toyota,rav4,2013,used,100540.0,Napleton Nissan,16350.0,11,$10000-19999,9140.0
nissan,frontier,2023,new,0.0,Napleton Nissan,47349.0,1,$40000-49999,0.0
nissan,rogue,2023,new,0.0,Napleton Nissan,37990.0,1,$30000-39999,0.0
jeep,gladiator,2023,new,0.0,Glockner CDJR of Portsmouth,60415.0,1,$60000-69999,0.0
chevrolet,ls,2023,new,0.0,Chevrolet of Homewood,59995.0,1,$50000-59999,0.0
gmc,terrain,2022,certified,28779.0,Chevrolet of Homewood,33287.0,2,$30000-39999,14389.5
chevrolet,malibu,2023,new,0.0,Chevrolet of Homewood,27241.0,1,$20000-29999,0.0
ford,mustang,2022,used,22411.0,Chevrolet of Homewood,40787.0,2,$40000-49999,11205.5
chevrolet,silverado,2022,certified,10327.0,Chevrolet of Homewood,46787.0,2,$40000-49999,5163.5
toyota,avalon,2022,used,23475.0,Chevrolet of Homewood,29387.0,2,$20000-29999,11737.5
chevrolet,tahoe,2021,certified,57494.0,Chevrolet of Homewood,58687.0,3,$50000-59999,19164.67
ford,bronco,2022,used,6361.0,Chevrolet of Homewood,48987.0,2,$40000-49999,3180.5
chevrolet,tahoe,2023,certified,539.0,Chevrolet of Homewood,75987.0,1,$70000-79999,539.0
cadillac,ct5,2021,used,8755.0,Chevrolet of Homewood,36987.0,3,$30000-39999,2918.33
chevrolet,tahoe,2023,new,0.0,Chevrolet of Homewood,69395.0,1,$60000-69999,0.0
chevrolet,camaro,2022,certified,5623.0,Chevrolet of Homewood,38587.0,2,$30000-39999,2811.5
ford,maverick,2023,new,0.0,Fair Oaks Ford,30925.0,1,$30000-39999,0.0
lexus,rc,2023,new,0.0,Lexus of Naperville,60725.0,1,$60000-69999,0.0
lexus,rc,2023,new,0.0,Lexus of Naperville,60260.0,1,$60000-69999,0.0
lexus,es,2024,new,0.0,Lexus of Naperville,54795.0,0,$50000-59999,
bmw,x4,2024,new,0.0,Bill Jacobs BMW,94390.0,0,$90000-99999,
mazda,cx-5,2024,new,0.0,Napleton Mazda of Naperville,38470.0,0,$30000-39999,
hyundai,tucson,2014,used,147436.0,Napleton Mazda of Naperville,7142.0,10,$0-9999,14743.6
audi,a5,2021,used,45022.0,Advantage Acura of Naperville,29999.0,3,$20000-29999,15007.33
gmc,yukon,2023,new,0.0,Woody Buick GMC Naperville,76500.0,1,$70000-79999,0.0
gmc,terrain,2022,certified,13269.0,Woody Buick GMC Naperville,24500.0,2,$20000-29999,6634.5
gmc,sierra,2023,new,0.0,Woody Buick GMC Naperville,40750.0,1,$40000-49999,0.0
honda,civic,2024,new,0.0,White Allen Honda,27900.0,0,$20000-29999,
audi,a8,2019,used,43084.0,Audi Naperville,39991.0,5,$30000-39999,8616.8
ford,expedition,2019,used,92544.0,Mercedes-Benz of Naperville,34595.0,5,$30000-39999,18508.8
mercedes,cla,2023,new,0.0,Mercedes-Benz of Naperville,48405.0,1,$40000-49999,0.0
mercedes,c 43,2023,new,0.0,Mercedes-Benz of Naperville,73610.0,1,$70000-79999,0.0
mercedes,glc,2019,certified,40435.0,Mercedes-Benz of Naperville,29795.0,5,$20000-29999,8087.0
chevrolet,camaro,2015,used,472.0,Gold Coast Motors,84900.0,9,$80000-89999,52.44
chevrolet,corvette,2023,used,3002.0,Gold Coast Motors,81900.0,1,$80000-89999,3002.0
chevrolet,corvette,2015,used,13807.0,Gold Coast Motors,83900.0,9,$80000-89999,1534.11
ram,1500,2023,new,0.0,Castle Chrysler Dodge Jeep Ram of Naperville,44314.0,1,$40000-49999,0.0
ram,1500,2023,new,0.0,Castle Chrysler Dodge Jeep Ram of Naperville,46256.0,1,$40000-49999,0.0
ram,1500,2023,new,0.0,Castle Chrysler Dodge Jeep Ram of Naperville,72382.0,1,$70000-79999,0.0
ram,1500,2023,new,0.0,Castle Chrysler Dodge Jeep Ram of Naperville,84618.0,1,$80000-89999,0.0
dodge,hornet,2024,new,0.0,Castle Chrysler Dodge Jeep Ram of Naperville,49126.0,0,$40000-49999,
ram,1500,2023,new,0.0,Castle Chrysler Dodge Jeep Ram of Naperville,83409.0,1,$80000-89999,0.0
ford,f-150,2020,used,68229.0,Zeigler Subaru of Merrillville,41000.0,4,$40000-49999,17057.25
bmw,x5,2021,used,40400.0,Land Rover Jaguar Naperville,50125.0,3,$50000-59999,13466.67
honda,ridgeline,2021,used,33004.0,INFINITI of Naperville,37950.0,3,$30000-39999,11001.33
dodge,challenger,2023,new,0.0,Dayton Chrysler Jeep Dodge RAM,46520.0,1,$40000-49999,0.0
dodge,durango,2023,new,0.0,Dayton Chrysler Jeep Dodge RAM,56530.0,1,$50000-59999,0.0
chevrolet,silverado,2019,certified,50794.0,Chevrolet of Naperville,31541.0,5,$30000-39999,10158.8
chevrolet,blazer,2023,new,0.0,Chevrolet of Naperville,45725.0,1,$40000-49999,0.0
chevrolet,traverse,2023,new,0.0,Chevrolet of Naperville,34915.0,1,$30000-39999,0.0
mazda,cx-5,2017,used,29603.0,Cadillac of Naperville,23495.0,7,$20000-29999,4229.0
jeep,grand cherokee,2018,used,29775.0,Cadillac of Naperville,33495.0,6,$30000-39999,4962.5
dodge,2500,2006,used,146634.0,Victory Ford,10000.0,18,$10000-19999,8146.33
volkswagen,jetta,2023,new,0.0,City Volkswagen of Highland,34485.0,1,$30000-39999,0.0
chevrolet,tahoe,2018,used,130513.0,Thomas Dodge Chrysler Jeep RAM of Highland,24991.0,6,$20000-29999,21752.17
toyota,rav4,2020,used,86284.0,Adam Auto Group,23775.0,4,$20000-29999,21571.0
volkswagen,1,2023,new,0.0,Team Audi Volkswagen,28900.0,1,$20000-29999,0.0
volkswagen,atlas,2021,certified,34765.0,Team Audi Volkswagen,35988.0,3,$30000-39999,11588.33
volkswagen,arteon,2023,new,0.0,Team Audi Volkswagen,47500.0,1,$40000-49999,0.0
hyundai,santa fe,2023,new,0.0,Webb Hyundai Highland,36439.0,1,$30000-39999,0.0
toyota,rav4,2023,new,0.0,Toyota of Merrillville,38950.0,1,$30000-39999,0.0
toyota,4runner,2022,certified,36048.0,Toyota of Merrillville,38988.0,2,$30000-39999,18024.0
honda,passport,2023,new,0.0,Kunes Honda of Sycamore,45830.0,1,$40000-49999,0.0
mercedes,sl 55,2023,new,0.0,Kunes Mercedes-Benz of Sycamore,152670.0,1,$150000-159999,0.0
jeep,grand cherokee,2023,new,0.0,Napleton's River Oaks Chrysler Jeep Dodge RAM,43189.0,1,$40000-49999,0.0
volkswagen,passat,2007,used,148140.0,Kunes Chrysler Dodge Jeep Ram of Sycamore,5000.0,17,$0-9999,8714.12
